Obs,CODE,CATEGORY,DESC,REV,CMS06,CMS07,CMS08,CMS09,CMS10,CMS11,CMS12,CMS13,CMS14,CMS15,CMS16,CMS17,CMS18,CMS19,CMS20,CMS21,CMS22,CMS23,CMS24,CMS25
644,Y35209S,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED GAS, UNSPECIFIED PERSON INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
645,Y35211A,Exposure to violence,"LEGAL INTERVENTION INVOLVING INJURY BY TEAR GAS, LAW ENFORCEMENT OFFICIAL INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
646,Y35211D,Exposure to violence,"LEGAL INTERVENTION INVOLVING INJURY BY TEAR GAS, LAW ENFORCEMENT OFFICIAL INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
647,Y35211S,Exposure to violence,"LEGAL INTERVENTION INVOLVING INJURY BY TEAR GAS, LAW ENFORCEMENT OFFICIAL INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
648,Y35212A,Exposure to violence,"LEGAL INTERVENTION INVOLVING INJURY BY TEAR GAS, BYSTANDER INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
649,Y35212D,Exposure to violence,"LEGAL INTERVENTION INVOLVING INJURY BY TEAR GAS, BYSTANDER INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
650,Y35212S,Exposure to violence,"LEGAL INTERVENTION INVOLVING INJURY BY TEAR GAS, BYSTANDER INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
651,Y35213A,Exposure to violence,"LEGAL INTERVENTION INVOLVING INJURY BY TEAR GAS, SUSPECT INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
652,Y35213D,Exposure to violence,"LEGAL INTERVENTION INVOLVING INJURY BY TEAR GAS, SUSPECT INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
653,Y35213S,Exposure to violence,"LEGAL INTERVENTION INVOLVING INJURY BY TEAR GAS, SUSPECT INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
654,Y35219A,Exposure to violence,"LEGAL INTERVENTION INVOLVING INJURY BY TEAR GAS, UNSPECIFIED PERSON INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
655,Y35219D,Exposure to violence,"LEGAL INTERVENTION INVOLVING INJURY BY TEAR GAS, UNSPECIFIED PERSON INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
656,Y35219S,Exposure to violence,"LEGAL INTERVENTION INVOLVING INJURY BY TEAR GAS, UNSPECIFIED PERSON INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
657,Y35291A,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER GAS, LAW ENFORCEMENT OFFICIAL INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
658,Y35291D,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER GAS, LAW ENFORCEMENT OFFICIAL INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
659,Y35291S,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER GAS, LAW ENFORCEMENT OFFICIAL INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
660,Y35292A,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER GAS, BYSTANDER INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
661,Y35292D,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER GAS, BYSTANDER INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
662,Y35292S,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER GAS, BYSTANDER INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
663,Y35293A,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER GAS, SUSPECT INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
664,Y35293D,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER GAS, SUSPECT INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
665,Y35293S,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER GAS, SUSPECT INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
666,Y35299A,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER GAS, UNSPECIFIED PERSON INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
667,Y35299D,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER GAS, UNSPECIFIED PERSON INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
668,Y35299S,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER GAS, UNSPECIFIED PERSON INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
669,Y35301A,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED BLUNT OBJECTS, LAW ENFORCEMENT OFFICIAL INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
670,Y35301D,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED BLUNT OBJECTS, LAW ENFORCEMENT OFFICIAL INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
671,Y35301S,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED BLUNT OBJECTS, LAW ENFORCEMENT OFFICIAL INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
672,Y35302A,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED BLUNT OBJECTS, BYSTANDER INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
673,Y35302D,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED BLUNT OBJECTS, BYSTANDER INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
674,Y35302S,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED BLUNT OBJECTS, BYSTANDER INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
675,Y35303A,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED BLUNT OBJECTS, SUSPECT INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
676,Y35303D,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED BLUNT OBJECTS, SUSPECT INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
677,Y35303S,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED BLUNT OBJECTS, SUSPECT INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
678,Y35309A,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED BLUNT OBJECTS, UNSPECIFIED PERSON INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
679,Y35309D,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED BLUNT OBJECTS, UNSPECIFIED PERSON INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
680,Y35309S,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED BLUNT OBJECTS, UNSPECIFIED PERSON INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
681,Y35311A,Exposure to violence,"LEGAL INTERVENTION INVOLVING BATON, LAW ENFORCEMENT OFFICIAL INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
682,Y35311D,Exposure to violence,"LEGAL INTERVENTION INVOLVING BATON, LAW ENFORCEMENT OFFICIAL INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
683,Y35311S,Exposure to violence,"LEGAL INTERVENTION INVOLVING BATON, LAW ENFORCEMENT OFFICIAL INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
684,Y35312A,Exposure to violence,"LEGAL INTERVENTION INVOLVING BATON, BYSTANDER INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
685,Y35312D,Exposure to violence,"LEGAL INTERVENTION INVOLVING BATON, BYSTANDER INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
686,Y35312S,Exposure to violence,"LEGAL INTERVENTION INVOLVING BATON, BYSTANDER INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
687,Y35313A,Exposure to violence,"LEGAL INTERVENTION INVOLVING BATON, SUSPECT INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
688,Y35313D,Exposure to violence,"LEGAL INTERVENTION INVOLVING BATON, SUSPECT INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
689,Y35313S,Exposure to violence,"LEGAL INTERVENTION INVOLVING BATON, SUSPECT INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
690,Y35319A,Exposure to violence,"LEGAL INTERVENTION INVOLVING BATON, UNSPECIFIED PERSON INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
691,Y35319D,Exposure to violence,"LEGAL INTERVENTION INVOLVING BATON, UNSPECIFIED PERSON INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
692,Y35319S,Exposure to violence,"LEGAL INTERVENTION INVOLVING BATON, UNSPECIFIED PERSON INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
693,Y35391A,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER BLUNT OBJECTS, LAW ENFORCEMENT OFFICIAL INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
694,Y35391D,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER BLUNT OBJECTS, LAW ENFORCEMENT OFFICIAL INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
695,Y35391S,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER BLUNT OBJECTS, LAW ENFORCEMENT OFFICIAL INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
696,Y35392A,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER BLUNT OBJECTS, BYSTANDER INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
697,Y35392D,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER BLUNT OBJECTS, BYSTANDER INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
698,Y35392S,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER BLUNT OBJECTS, BYSTANDER INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
699,Y35393A,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER BLUNT OBJECTS, SUSPECT INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
700,Y35393D,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER BLUNT OBJECTS, SUSPECT INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
701,Y35393S,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER BLUNT OBJECTS, SUSPECT INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
702,Y35399A,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER BLUNT OBJECTS, UNSPECIFIED PERSON INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
703,Y35399D,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER BLUNT OBJECTS, UNSPECIFIED PERSON INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
704,Y35399S,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER BLUNT OBJECTS, UNSPECIFIED PERSON INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
705,Y35401A,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED SHARP OBJECTS, LAW ENFORCEMENT OFFICIAL INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
706,Y35401D,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED SHARP OBJECTS, LAW ENFORCEMENT OFFICIAL INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
707,Y35401S,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED SHARP OBJECTS, LAW ENFORCEMENT OFFICIAL INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
708,Y35402A,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED SHARP OBJECTS, BYSTANDER INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
709,Y35402D,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED SHARP OBJECTS, BYSTANDER INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
710,Y35402S,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED SHARP OBJECTS, BYSTANDER INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
711,Y35403A,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED SHARP OBJECTS, SUSPECT INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
712,Y35403D,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED SHARP OBJECTS, SUSPECT INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
713,Y35403S,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED SHARP OBJECTS, SUSPECT INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
714,Y35409A,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED SHARP OBJECTS, UNSPECIFIED PERSON INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
715,Y35409D,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED SHARP OBJECTS, UNSPECIFIED PERSON INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
716,Y35409S,Exposure to violence,"LEGAL INTERVENTION INVOLVING UNSPECIFIED SHARP OBJECTS, UNSPECIFIED PERSON INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
717,Y35411A,Exposure to violence,"LEGAL INTERVENTION INVOLVING BAYONET, LAW ENFORCEMENT OFFICIAL INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
718,Y35411D,Exposure to violence,"LEGAL INTERVENTION INVOLVING BAYONET, LAW ENFORCEMENT OFFICIAL INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
719,Y35411S,Exposure to violence,"LEGAL INTERVENTION INVOLVING BAYONET, LAW ENFORCEMENT OFFICIAL INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
720,Y35412A,Exposure to violence,"LEGAL INTERVENTION INVOLVING BAYONET, BYSTANDER INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
721,Y35412D,Exposure to violence,"LEGAL INTERVENTION INVOLVING BAYONET, BYSTANDER INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
722,Y35412S,Exposure to violence,"LEGAL INTERVENTION INVOLVING BAYONET, BYSTANDER INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
723,Y35413A,Exposure to violence,"LEGAL INTERVENTION INVOLVING BAYONET, SUSPECT INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
724,Y35413D,Exposure to violence,"LEGAL INTERVENTION INVOLVING BAYONET, SUSPECT INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
725,Y35413S,Exposure to violence,"LEGAL INTERVENTION INVOLVING BAYONET, SUSPECT INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
726,Y35419A,Exposure to violence,"LEGAL INTERVENTION INVOLVING BAYONET, UNSPECIFIED PERSON INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
727,Y35419D,Exposure to violence,"LEGAL INTERVENTION INVOLVING BAYONET, UNSPECIFIED PERSON INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
728,Y35419S,Exposure to violence,"LEGAL INTERVENTION INVOLVING BAYONET, UNSPECIFIED PERSON INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
729,Y35491A,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER SHARP OBJECTS, LAW ENFORCEMENT OFFICIAL INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
730,Y35491D,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER SHARP OBJECTS, LAW ENFORCEMENT OFFICIAL INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
731,Y35491S,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER SHARP OBJECTS, LAW ENFORCEMENT OFFICIAL INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
732,Y35492A,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER SHARP OBJECTS, BYSTANDER INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
733,Y35492D,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER SHARP OBJECTS, BYSTANDER INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
734,Y35492S,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER SHARP OBJECTS, BYSTANDER INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
735,Y35493A,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER SHARP OBJECTS, SUSPECT INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
736,Y35493D,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER SHARP OBJECTS, SUSPECT INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
737,Y35493S,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER SHARP OBJECTS, SUSPECT INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
738,Y35499A,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER SHARP OBJECTS, UNSPECIFIED PERSON INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
739,Y35499D,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER SHARP OBJECTS, UNSPECIFIED PERSON INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
740,Y35499S,Exposure to violence,"LEGAL INTERVENTION INVOLVING OTHER SHARP OBJECTS, UNSPECIFIED PERSON INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
741,Y35811A,Exposure to violence,"LEGAL INTERVENTION INVOLVING MANHANDLING, LAW ENFORCEMENT OFFICIAL INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
742,Y35811D,Exposure to violence,"LEGAL INTERVENTION INVOLVING MANHANDLING, LAW ENFORCEMENT OFFICIAL INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
743,Y35811S,Exposure to violence,"LEGAL INTERVENTION INVOLVING MANHANDLING, LAW ENFORCEMENT OFFICIAL INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
744,Y35812A,Exposure to violence,"LEGAL INTERVENTION INVOLVING MANHANDLING, BYSTANDER INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
745,Y35812D,Exposure to violence,"LEGAL INTERVENTION INVOLVING MANHANDLING, BYSTANDER INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
746,Y35812S,Exposure to violence,"LEGAL INTERVENTION INVOLVING MANHANDLING, BYSTANDER INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
747,Y35813A,Exposure to violence,"LEGAL INTERVENTION INVOLVING MANHANDLING, SUSPECT INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
748,Y35813D,Exposure to violence,"LEGAL INTERVENTION INVOLVING MANHANDLING, SUSPECT INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
749,Y35813S,Exposure to violence,"LEGAL INTERVENTION INVOLVING MANHANDLING, SUSPECT INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
750,Y35819A,Exposure to violence,"LEGAL INTERVENTION INVOLVING MANHANDLING, UNSPECIFIED PERSON INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
751,Y35819D,Exposure to violence,"LEGAL INTERVENTION INVOLVING MANHANDLING, UNSPECIFIED PERSON INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
752,Y35819S,Exposure to violence,"LEGAL INTERVENTION INVOLVING MANHANDLING, UNSPECIFIED PERSON INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
753,Y35831A,Exposure to violence,"LEGAL INTERVENTION INVOLVING A CONDUCTED ENERGY DEVICE, LAW ENFORCEMENT OFFICIAL INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
754,Y35831D,Exposure to violence,"LEGAL INTERVENTION INVOLVING A CONDUCTED ENERGY DEVICE, LAW ENFORCEMENT OFFICIAL INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
755,Y35831S,Exposure to violence,"LEGAL INTERVENTION INVOLVING A CONDUCTED ENERGY DEVICE, LAW ENFORCEMENT OFFICIAL INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
756,Y35832A,Exposure to violence,"LEGAL INTERVENTION INVOLVING A CONDUCTED ENERGY DEVICE, BYSTANDER INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
757,Y35832D,Exposure to violence,"LEGAL INTERVENTION INVOLVING A CONDUCTED ENERGY DEVICE, BYSTANDER INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
758,Y35832S,Exposure to violence,"LEGAL INTERVENTION INVOLVING A CONDUCTED ENERGY DEVICE, BYSTANDER INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
759,Y35833A,Exposure to violence,"LEGAL INTERVENTION INVOLVING A CONDUCTED ENERGY DEVICE, SUSPECT INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,1,1,1,1,1
